,0
32,"{'label': 'POSITIVE', 'score': 0.992579996585846}"
33,"{'label': 'POSITIVE', 'score': 0.9954649806022644}"
34,"{'label': 'POSITIVE', 'score': 0.996195912361145}"
35,"{'label': 'NEGATIVE', 'score': 0.9798938632011414}"
36,"{'label': 'POSITIVE', 'score': 0.9985141158103943}"
37,"{'label': 'POSITIVE', 'score': 0.9921477437019348}"
38,"{'label': 'POSITIVE', 'score': 0.9962678551673889}"
39,"{'label': 'POSITIVE', 'score': 0.997677743434906}"
40,"{'label': 'POSITIVE', 'score': 0.9850873947143555}"
41,"{'label': 'POSITIVE', 'score': 0.9967892169952393}"
42,"{'label': 'POSITIVE', 'score': 0.9976692795753479}"
43,"{'label': 'NEGATIVE', 'score': 0.6525943279266357}"
44,"{'label': 'POSITIVE', 'score': 0.9973668456077576}"
45,"{'label': 'POSITIVE', 'score': 0.9971631169319153}"
46,"{'label': 'NEGATIVE', 'score': 0.9777768850326538}"
47,"{'label': 'NEGATIVE', 'score': 0.9972894191741943}"
48,"{'label': 'NEGATIVE', 'score': 0.8258271813392639}"
49,"{'label': 'POSITIVE', 'score': 0.9839347004890442}"
50,"{'label': 'POSITIVE', 'score': 0.9985923171043396}"
51,"{'label': 'POSITIVE', 'score': 0.9975534081459045}"
52,"{'label': 'POSITIVE', 'score': 0.9984013438224792}"
53,"{'label': 'POSITIVE', 'score': 0.9923330545425415}"
54,"{'label': 'POSITIVE', 'score': 0.997713565826416}"
55,"{'label': 'POSITIVE', 'score': 0.9984423518180847}"
56,"{'label': 'POSITIVE', 'score': 0.9983935952186584}"
57,"{'label': 'NEGATIVE', 'score': 0.9964156150817871}"
58,"{'label': 'POSITIVE', 'score': 0.9982200264930725}"
59,"{'label': 'POSITIVE', 'score': 0.9982505440711975}"
60,"{'label': 'POSITIVE', 'score': 0.9965907335281372}"
61,"{'label': 'POSITIVE', 'score': 0.9881240725517273}"
62,"{'label': 'POSITIVE', 'score': 0.9982805252075195}"
63,"{'label': 'POSITIVE', 'score': 0.9970552921295166}"
64,"{'label': 'POSITIVE', 'score': 0.9975963234901428}"
65,"{'label': 'POSITIVE', 'score': 0.9987071752548218}"
66,"{'label': 'POSITIVE', 'score': 0.9957126379013062}"
67,"{'label': 'POSITIVE', 'score': 0.9925509691238403}"
68,"{'label': 'NEGATIVE', 'score': 0.9927680492401123}"
69,"{'label': 'POSITIVE', 'score': 0.9928650856018066}"
70,"{'label': 'POSITIVE', 'score': 0.9973146319389343}"
71,"{'label': 'POSITIVE', 'score': 0.9983875751495361}"
72,"{'label': 'POSITIVE', 'score': 0.9965975880622864}"
73,"{'label': 'POSITIVE', 'score': 0.9967183470726013}"
74,"{'label': 'POSITIVE', 'score': 0.9946913123130798}"
75,"{'label': 'POSITIVE', 'score': 0.9970129728317261}"
76,"{'label': 'POSITIVE', 'score': 0.9984844326972961}"
77,"{'label': 'NEGATIVE', 'score': 0.99654620885849}"
78,"{'label': 'POSITIVE', 'score': 0.9975636005401611}"
79,"{'label': 'POSITIVE', 'score': 0.996091902256012}"
80,"{'label': 'POSITIVE', 'score': 0.9868600964546204}"
81,"{'label': 'POSITIVE', 'score': 0.9919153451919556}"
82,"{'label': 'POSITIVE', 'score': 0.9986581802368164}"
83,"{'label': 'POSITIVE', 'score': 0.9968475699424744}"
84,"{'label': 'POSITIVE', 'score': 0.998375415802002}"
85,"{'label': 'POSITIVE', 'score': 0.9987373948097229}"
86,"{'label': 'POSITIVE', 'score': 0.9982859492301941}"
87,"{'label': 'POSITIVE', 'score': 0.9976515173912048}"
88,"{'label': 'POSITIVE', 'score': 0.9983048439025879}"
89,"{'label': 'POSITIVE', 'score': 0.9985203146934509}"
90,"{'label': 'POSITIVE', 'score': 0.99835205078125}"
91,"{'label': 'POSITIVE', 'score': 0.9986240863800049}"
92,"{'label': 'NEGATIVE', 'score': 0.9989855885505676}"
93,"{'label': 'POSITIVE', 'score': 0.9896236062049866}"
94,"{'label': 'POSITIVE', 'score': 0.9980461597442627}"
95,"{'label': 'POSITIVE', 'score': 0.99774169921875}"
96,"{'label': 'NEGATIVE', 'score': 0.9975428581237793}"
97,"{'label': 'POSITIVE', 'score': 0.9982632994651794}"
98,"{'label': 'POSITIVE', 'score': 0.9986292123794556}"
99,"{'label': 'POSITIVE', 'score': 0.9985775947570801}"
100,"{'label': 'POSITIVE', 'score': 0.9983733892440796}"
101,"{'label': 'POSITIVE', 'score': 0.9955385327339172}"
102,"{'label': 'POSITIVE', 'score': 0.9966193437576294}"
103,"{'label': 'POSITIVE', 'score': 0.9981825351715088}"
104,"{'label': 'POSITIVE', 'score': 0.9980042576789856}"
105,"{'label': 'POSITIVE', 'score': 0.9968292117118835}"
106,"{'label': 'POSITIVE', 'score': 0.9967628717422485}"
107,"{'label': 'POSITIVE', 'score': 0.9981648325920105}"
108,"{'label': 'POSITIVE', 'score': 0.9971750974655151}"
109,"{'label': 'POSITIVE', 'score': 0.9941678047180176}"
110,"{'label': 'POSITIVE', 'score': 0.9986009001731873}"
111,"{'label': 'POSITIVE', 'score': 0.9979033470153809}"
112,"{'label': 'POSITIVE', 'score': 0.9983404874801636}"
113,"{'label': 'POSITIVE', 'score': 0.9986183643341064}"
114,"{'label': 'NEGATIVE', 'score': 0.967958390712738}"
115,"{'label': 'POSITIVE', 'score': 0.9978052973747253}"
116,"{'label': 'NEGATIVE', 'score': 0.9991171956062317}"
117,"{'label': 'NEGATIVE', 'score': 0.9919087290763855}"
118,"{'label': 'POSITIVE', 'score': 0.9986968636512756}"
119,"{'label': 'POSITIVE', 'score': 0.9986961483955383}"
120,"{'label': 'POSITIVE', 'score': 0.9870033860206604}"
121,"{'label': 'POSITIVE', 'score': 0.9881535172462463}"
122,"{'label': 'POSITIVE', 'score': 0.9985818862915039}"
123,"{'label': 'NEGATIVE', 'score': 0.999030351638794}"
124,"{'label': 'NEGATIVE', 'score': 0.9920094013214111}"
125,"{'label': 'POSITIVE', 'score': 0.9983398914337158}"
126,"{'label': 'POSITIVE', 'score': 0.9982706308364868}"
127,"{'label': 'POSITIVE', 'score': 0.9979706406593323}"
128,"{'label': 'POSITIVE', 'score': 0.9986721277236938}"
129,"{'label': 'POSITIVE', 'score': 0.9977869987487793}"
130,"{'label': 'POSITIVE', 'score': 0.9975388050079346}"
131,"{'label': 'POSITIVE', 'score': 0.9980966448783875}"
132,"{'label': 'POSITIVE', 'score': 0.9972238540649414}"
133,"{'label': 'POSITIVE', 'score': 0.992395281791687}"
134,"{'label': 'POSITIVE', 'score': 0.9982455968856812}"
135,"{'label': 'NEGATIVE', 'score': 0.9561567306518555}"
136,"{'label': 'POSITIVE', 'score': 0.9983236193656921}"
137,"{'label': 'POSITIVE', 'score': 0.9977684020996094}"
138,"{'label': 'POSITIVE', 'score': 0.9961036443710327}"
139,"{'label': 'POSITIVE', 'score': 0.9974615573883057}"
140,"{'label': 'POSITIVE', 'score': 0.9985846281051636}"
141,"{'label': 'POSITIVE', 'score': 0.9950312376022339}"
142,"{'label': 'POSITIVE', 'score': 0.9970532655715942}"
143,"{'label': 'POSITIVE', 'score': 0.9981777667999268}"
144,"{'label': 'POSITIVE', 'score': 0.9962223768234253}"
145,"{'label': 'POSITIVE', 'score': 0.9909688830375671}"
146,"{'label': 'NEGATIVE', 'score': 0.9861345887184143}"
147,"{'label': 'POSITIVE', 'score': 0.998538613319397}"
148,"{'label': 'POSITIVE', 'score': 0.9980714917182922}"
149,"{'label': 'POSITIVE', 'score': 0.9935591816902161}"
150,"{'label': 'POSITIVE', 'score': 0.9954973459243774}"
151,"{'label': 'POSITIVE', 'score': 0.9971991777420044}"
152,"{'label': 'POSITIVE', 'score': 0.9982315897941589}"
153,"{'label': 'POSITIVE', 'score': 0.9967228770256042}"
154,"{'label': 'POSITIVE', 'score': 0.9984267950057983}"
155,"{'label': 'POSITIVE', 'score': 0.995621383190155}"
156,"{'label': 'POSITIVE', 'score': 0.9982428550720215}"
157,"{'label': 'POSITIVE', 'score': 0.981257438659668}"
158,"{'label': 'POSITIVE', 'score': 0.9979013204574585}"
159,"{'label': 'POSITIVE', 'score': 0.998469889163971}"
160,"{'label': 'POSITIVE', 'score': 0.9930189251899719}"
161,"{'label': 'POSITIVE', 'score': 0.9832996726036072}"
162,"{'label': 'NEGATIVE', 'score': 0.9933996200561523}"
163,"{'label': 'POSITIVE', 'score': 0.9978724718093872}"
164,"{'label': 'POSITIVE', 'score': 0.9936590790748596}"
165,"{'label': 'POSITIVE', 'score': 0.9986853003501892}"
166,"{'label': 'NEGATIVE', 'score': 0.9924837946891785}"
167,"{'label': 'POSITIVE', 'score': 0.9985271692276001}"
168,"{'label': 'NEGATIVE', 'score': 0.9965265393257141}"
169,"{'label': 'POSITIVE', 'score': 0.9902970194816589}"
170,"{'label': 'POSITIVE', 'score': 0.9976235032081604}"
171,"{'label': 'NEGATIVE', 'score': 0.9974719882011414}"
172,"{'label': 'POSITIVE', 'score': 0.9976521134376526}"
173,"{'label': 'POSITIVE', 'score': 0.9985938668251038}"
174,"{'label': 'POSITIVE', 'score': 0.9984509944915771}"
175,"{'label': 'NEGATIVE', 'score': 0.998555600643158}"
176,"{'label': 'POSITIVE', 'score': 0.9982457160949707}"
177,"{'label': 'POSITIVE', 'score': 0.9930310845375061}"
178,"{'label': 'POSITIVE', 'score': 0.9976007342338562}"
179,"{'label': 'POSITIVE', 'score': 0.9976285099983215}"
180,"{'label': 'POSITIVE', 'score': 0.9980069994926453}"
181,"{'label': 'POSITIVE', 'score': 0.99666827917099}"
182,"{'label': 'POSITIVE', 'score': 0.9975420236587524}"
183,"{'label': 'POSITIVE', 'score': 0.998078465461731}"
184,"{'label': 'POSITIVE', 'score': 0.9985285997390747}"
185,"{'label': 'POSITIVE', 'score': 0.9984900951385498}"
186,"{'label': 'POSITIVE', 'score': 0.9968710541725159}"
187,"{'label': 'POSITIVE', 'score': 0.9958885312080383}"
188,"{'label': 'POSITIVE', 'score': 0.9965900182723999}"
189,"{'label': 'POSITIVE', 'score': 0.9984171390533447}"
190,"{'label': 'POSITIVE', 'score': 0.9950620532035828}"
191,"{'label': 'POSITIVE', 'score': 0.9985387325286865}"
192,"{'label': 'NEGATIVE', 'score': 0.9934908747673035}"
193,"{'label': 'POSITIVE', 'score': 0.9969635605812073}"
194,"{'label': 'POSITIVE', 'score': 0.9952269792556763}"
195,"{'label': 'POSITIVE', 'score': 0.994134247303009}"
196,"{'label': 'NEGATIVE', 'score': 0.9928138852119446}"
197,"{'label': 'POSITIVE', 'score': 0.9885026216506958}"
198,"{'label': 'POSITIVE', 'score': 0.9939078092575073}"
199,"{'label': 'POSITIVE', 'score': 0.9950177073478699}"
200,"{'label': 'POSITIVE', 'score': 0.9783573150634766}"
201,"{'label': 'POSITIVE', 'score': 0.9981288313865662}"
202,"{'label': 'POSITIVE', 'score': 0.9954930543899536}"
203,"{'label': 'POSITIVE', 'score': 0.9988178610801697}"
204,"{'label': 'NEGATIVE', 'score': 0.9567490220069885}"
205,"{'label': 'POSITIVE', 'score': 0.9969677329063416}"
206,"{'label': 'POSITIVE', 'score': 0.998056948184967}"
207,"{'label': 'POSITIVE', 'score': 0.9861146211624146}"
208,"{'label': 'POSITIVE', 'score': 0.9979432225227356}"
209,"{'label': 'POSITIVE', 'score': 0.989923894405365}"
210,"{'label': 'POSITIVE', 'score': 0.990001916885376}"
211,"{'label': 'POSITIVE', 'score': 0.9966940879821777}"
212,"{'label': 'POSITIVE', 'score': 0.9973607659339905}"
213,"{'label': 'POSITIVE', 'score': 0.9965632557868958}"
214,"{'label': 'NEGATIVE', 'score': 0.9725540280342102}"
215,"{'label': 'POSITIVE', 'score': 0.9167699217796326}"
216,"{'label': 'POSITIVE', 'score': 0.9911577105522156}"
217,"{'label': 'POSITIVE', 'score': 0.9923599362373352}"
218,"{'label': 'POSITIVE', 'score': 0.9982473850250244}"
219,"{'label': 'POSITIVE', 'score': 0.9907228350639343}"
220,"{'label': 'POSITIVE', 'score': 0.9970136880874634}"
221,"{'label': 'POSITIVE', 'score': 0.998223602771759}"
222,"{'label': 'POSITIVE', 'score': 0.9974291920661926}"
223,"{'label': 'POSITIVE', 'score': 0.9982896447181702}"
224,"{'label': 'POSITIVE', 'score': 0.9982458353042603}"
225,"{'label': 'POSITIVE', 'score': 0.9927668571472168}"
226,"{'label': 'POSITIVE', 'score': 0.9978291392326355}"
227,"{'label': 'POSITIVE', 'score': 0.9943033456802368}"
228,"{'label': 'NEGATIVE', 'score': 0.975209653377533}"
229,"{'label': 'POSITIVE', 'score': 0.9985199570655823}"
230,"{'label': 'NEGATIVE', 'score': 0.9884612560272217}"
231,"{'label': 'POSITIVE', 'score': 0.9842119812965393}"
232,"{'label': 'POSITIVE', 'score': 0.9982746839523315}"
233,"{'label': 'NEGATIVE', 'score': 0.9863328337669373}"
234,"{'label': 'POSITIVE', 'score': 0.996960461139679}"
235,"{'label': 'POSITIVE', 'score': 0.9982671737670898}"
236,"{'label': 'POSITIVE', 'score': 0.9928848147392273}"
237,"{'label': 'POSITIVE', 'score': 0.9981197714805603}"
238,"{'label': 'POSITIVE', 'score': 0.9927381873130798}"
239,"{'label': 'POSITIVE', 'score': 0.9893876314163208}"
240,"{'label': 'NEGATIVE', 'score': 0.9939024448394775}"
241,"{'label': 'POSITIVE', 'score': 0.9985199570655823}"
242,"{'label': 'NEGATIVE', 'score': 0.9760573506355286}"
243,"{'label': 'POSITIVE', 'score': 0.9955392479896545}"
244,"{'label': 'NEGATIVE', 'score': 0.995298445224762}"
245,"{'label': 'POSITIVE', 'score': 0.9987882971763611}"
246,"{'label': 'NEGATIVE', 'score': 0.9870319366455078}"
247,"{'label': 'POSITIVE', 'score': 0.9745161533355713}"
248,"{'label': 'POSITIVE', 'score': 0.9983628392219543}"
249,"{'label': 'POSITIVE', 'score': 0.9926379919052124}"
250,"{'label': 'POSITIVE', 'score': 0.9973633885383606}"
251,"{'label': 'POSITIVE', 'score': 0.9849655628204346}"
252,"{'label': 'POSITIVE', 'score': 0.9975341558456421}"
253,"{'label': 'POSITIVE', 'score': 0.998275637626648}"
254,"{'label': 'POSITIVE', 'score': 0.9987123012542725}"
255,"{'label': 'POSITIVE', 'score': 0.9985843896865845}"
256,"{'label': 'POSITIVE', 'score': 0.9984118938446045}"
257,"{'label': 'POSITIVE', 'score': 0.9941867589950562}"
258,"{'label': 'POSITIVE', 'score': 0.997956395149231}"
259,"{'label': 'POSITIVE', 'score': 0.9987364411354065}"
260,"{'label': 'POSITIVE', 'score': 0.9700199365615845}"
261,"{'label': 'POSITIVE', 'score': 0.9987633228302002}"
262,"{'label': 'POSITIVE', 'score': 0.9901860952377319}"
263,"{'label': 'NEGATIVE', 'score': 0.9875681400299072}"
264,"{'label': 'POSITIVE', 'score': 0.9975405931472778}"
265,"{'label': 'POSITIVE', 'score': 0.9969973564147949}"
266,"{'label': 'POSITIVE', 'score': 0.997355580329895}"
267,"{'label': 'POSITIVE', 'score': 0.9975346326828003}"
268,"{'label': 'POSITIVE', 'score': 0.9967172741889954}"
269,"{'label': 'POSITIVE', 'score': 0.9980394244194031}"
270,"{'label': 'POSITIVE', 'score': 0.9984257221221924}"
271,"{'label': 'POSITIVE', 'score': 0.9963095784187317}"
272,"{'label': 'POSITIVE', 'score': 0.9978013634681702}"
273,"{'label': 'POSITIVE', 'score': 0.9984970092773438}"
274,"{'label': 'POSITIVE', 'score': 0.9950618147850037}"
275,"{'label': 'POSITIVE', 'score': 0.9921368360519409}"
276,"{'label': 'POSITIVE', 'score': 0.9960230588912964}"
277,"{'label': 'POSITIVE', 'score': 0.9981142282485962}"
278,"{'label': 'POSITIVE', 'score': 0.9981892704963684}"
279,"{'label': 'POSITIVE', 'score': 0.9898756146430969}"
280,"{'label': 'NEGATIVE', 'score': 0.997313916683197}"
281,"{'label': 'NEGATIVE', 'score': 0.9901610612869263}"
282,"{'label': 'POSITIVE', 'score': 0.9972261786460876}"
283,"{'label': 'POSITIVE', 'score': 0.9945726990699768}"
284,"{'label': 'POSITIVE', 'score': 0.9873446822166443}"
285,"{'label': 'POSITIVE', 'score': 0.9986687898635864}"
286,"{'label': 'POSITIVE', 'score': 0.9986248016357422}"
287,"{'label': 'POSITIVE', 'score': 0.9959356784820557}"
288,"{'label': 'POSITIVE', 'score': 0.998379111289978}"
289,"{'label': 'NEGATIVE', 'score': 0.997481644153595}"
290,"{'label': 'NEGATIVE', 'score': 0.9918110370635986}"
291,"{'label': 'POSITIVE', 'score': 0.9987427592277527}"
292,"{'label': 'POSITIVE', 'score': 0.9979702830314636}"
293,"{'label': 'POSITIVE', 'score': 0.9889857769012451}"
294,"{'label': 'NEGATIVE', 'score': 0.9145151376724243}"
295,"{'label': 'POSITIVE', 'score': 0.9896863102912903}"
296,"{'label': 'NEGATIVE', 'score': 0.9865285158157349}"
297,"{'label': 'POSITIVE', 'score': 0.9986122846603394}"
298,"{'label': 'POSITIVE', 'score': 0.9933238625526428}"
299,"{'label': 'POSITIVE', 'score': 0.9982852339744568}"
300,"{'label': 'POSITIVE', 'score': 0.9980098605155945}"
301,"{'label': 'POSITIVE', 'score': 0.9980588555335999}"
302,"{'label': 'POSITIVE', 'score': 0.9986612796783447}"
303,"{'label': 'POSITIVE', 'score': 0.9980462789535522}"
304,"{'label': 'POSITIVE', 'score': 0.997256338596344}"
305,"{'label': 'POSITIVE', 'score': 0.9962981343269348}"
306,"{'label': 'POSITIVE', 'score': 0.9977351427078247}"
307,"{'label': 'POSITIVE', 'score': 0.986777126789093}"
308,"{'label': 'POSITIVE', 'score': 0.9968337416648865}"
309,"{'label': 'POSITIVE', 'score': 0.9971364736557007}"
310,"{'label': 'POSITIVE', 'score': 0.9965389966964722}"
311,"{'label': 'POSITIVE', 'score': 0.997238039970398}"
312,"{'label': 'POSITIVE', 'score': 0.9950043559074402}"
313,"{'label': 'POSITIVE', 'score': 0.9977086782455444}"
314,"{'label': 'POSITIVE', 'score': 0.9777917265892029}"
315,"{'label': 'NEGATIVE', 'score': 0.9835842251777649}"
316,"{'label': 'POSITIVE', 'score': 0.9950205087661743}"
317,"{'label': 'POSITIVE', 'score': 0.9977332353591919}"
318,"{'label': 'POSITIVE', 'score': 0.9983055591583252}"
319,"{'label': 'POSITIVE', 'score': 0.9960541725158691}"
320,"{'label': 'NEGATIVE', 'score': 0.9985077977180481}"
321,"{'label': 'POSITIVE', 'score': 0.998502254486084}"
322,"{'label': 'POSITIVE', 'score': 0.9982525706291199}"
323,"{'label': 'NEGATIVE', 'score': 0.997704803943634}"
324,"{'label': 'POSITIVE', 'score': 0.9985172152519226}"
325,"{'label': 'NEGATIVE', 'score': 0.9988711476325989}"
326,"{'label': 'POSITIVE', 'score': 0.9985010623931885}"
327,"{'label': 'NEGATIVE', 'score': 0.9871758818626404}"
328,"{'label': 'NEGATIVE', 'score': 0.9906414151191711}"
329,"{'label': 'POSITIVE', 'score': 0.9980025887489319}"
330,"{'label': 'NEGATIVE', 'score': 0.9984298348426819}"
331,"{'label': 'POSITIVE', 'score': 0.9987020492553711}"
332,"{'label': 'POSITIVE', 'score': 0.9978815913200378}"
333,"{'label': 'POSITIVE', 'score': 0.9986680746078491}"
334,"{'label': 'NEGATIVE', 'score': 0.9967742562294006}"
335,"{'label': 'POSITIVE', 'score': 0.9985247254371643}"
336,"{'label': 'POSITIVE', 'score': 0.9848778247833252}"
337,"{'label': 'POSITIVE', 'score': 0.9906643629074097}"
338,"{'label': 'POSITIVE', 'score': 0.9979724287986755}"
339,"{'label': 'NEGATIVE', 'score': 0.9973534345626831}"
340,"{'label': 'NEGATIVE', 'score': 0.9954895377159119}"
341,"{'label': 'POSITIVE', 'score': 0.9980570673942566}"
342,"{'label': 'POSITIVE', 'score': 0.9978415966033936}"
343,"{'label': 'POSITIVE', 'score': 0.9986009001731873}"
344,"{'label': 'POSITIVE', 'score': 0.997870683670044}"
345,"{'label': 'POSITIVE', 'score': 0.9971277117729187}"
346,"{'label': 'POSITIVE', 'score': 0.9930034279823303}"
347,"{'label': 'POSITIVE', 'score': 0.9946235418319702}"
348,"{'label': 'POSITIVE', 'score': 0.9981696605682373}"
349,"{'label': 'POSITIVE', 'score': 0.9932100176811218}"
350,"{'label': 'POSITIVE', 'score': 0.9970415234565735}"
351,"{'label': 'POSITIVE', 'score': 0.9985847473144531}"
352,"{'label': 'POSITIVE', 'score': 0.9965682029724121}"
353,"{'label': 'POSITIVE', 'score': 0.9857833385467529}"
354,"{'label': 'POSITIVE', 'score': 0.9846871495246887}"
355,"{'label': 'POSITIVE', 'score': 0.9985241293907166}"
356,"{'label': 'POSITIVE', 'score': 0.9910410046577454}"
357,"{'label': 'POSITIVE', 'score': 0.9761357307434082}"
358,"{'label': 'NEGATIVE', 'score': 0.8908835649490356}"
359,"{'label': 'POSITIVE', 'score': 0.9987173080444336}"
360,"{'label': 'POSITIVE', 'score': 0.9975551962852478}"
361,"{'label': 'POSITIVE', 'score': 0.9956448078155518}"
362,"{'label': 'POSITIVE', 'score': 0.9879857897758484}"
363,"{'label': 'POSITIVE', 'score': 0.9986833930015564}"
364,"{'label': 'POSITIVE', 'score': 0.9902939796447754}"
365,"{'label': 'POSITIVE', 'score': 0.9957815408706665}"
366,"{'label': 'POSITIVE', 'score': 0.9983025789260864}"
367,"{'label': 'POSITIVE', 'score': 0.9915906190872192}"
368,"{'label': 'POSITIVE', 'score': 0.9964540004730225}"
369,"{'label': 'POSITIVE', 'score': 0.9979597330093384}"
370,"{'label': 'POSITIVE', 'score': 0.9929229021072388}"
371,"{'label': 'POSITIVE', 'score': 0.9967965483665466}"
372,"{'label': 'POSITIVE', 'score': 0.9914268255233765}"
373,"{'label': 'POSITIVE', 'score': 0.9973520040512085}"
374,"{'label': 'NEGATIVE', 'score': 0.9922727346420288}"
375,"{'label': 'POSITIVE', 'score': 0.9984567165374756}"
376,"{'label': 'POSITIVE', 'score': 0.9973530769348145}"
377,"{'label': 'POSITIVE', 'score': 0.9957899451255798}"
378,"{'label': 'POSITIVE', 'score': 0.9402158856391907}"
379,"{'label': 'POSITIVE', 'score': 0.9979978203773499}"
380,"{'label': 'NEGATIVE', 'score': 0.9876455664634705}"
381,"{'label': 'POSITIVE', 'score': 0.998019814491272}"
382,"{'label': 'POSITIVE', 'score': 0.9981600642204285}"
383,"{'label': 'POSITIVE', 'score': 0.9972158670425415}"
384,"{'label': 'NEGATIVE', 'score': 0.9841359853744507}"
385,"{'label': 'NEGATIVE', 'score': 0.9974249601364136}"
386,"{'label': 'POSITIVE', 'score': 0.9970525503158569}"
387,"{'label': 'POSITIVE', 'score': 0.9969757795333862}"
388,"{'label': 'POSITIVE', 'score': 0.9983059167861938}"
389,"{'label': 'POSITIVE', 'score': 0.9912809729576111}"
390,"{'label': 'POSITIVE', 'score': 0.9954688549041748}"
391,"{'label': 'POSITIVE', 'score': 0.9985118508338928}"
392,"{'label': 'NEGATIVE', 'score': 0.9682399034500122}"
393,"{'label': 'POSITIVE', 'score': 0.9980771541595459}"
394,"{'label': 'POSITIVE', 'score': 0.9964138865470886}"
395,"{'label': 'NEGATIVE', 'score': 0.9975651502609253}"
396,"{'label': 'POSITIVE', 'score': 0.9978955984115601}"
397,"{'label': 'POSITIVE', 'score': 0.9972831010818481}"
398,"{'label': 'POSITIVE', 'score': 0.9966000914573669}"
399,"{'label': 'NEGATIVE', 'score': 0.8524888753890991}"
400,"{'label': 'POSITIVE', 'score': 0.9977570176124573}"
401,"{'label': 'NEGATIVE', 'score': 0.9979555606842041}"
402,"{'label': 'POSITIVE', 'score': 0.9975292086601257}"
403,"{'label': 'NEGATIVE', 'score': 0.9953048229217529}"
404,"{'label': 'POSITIVE', 'score': 0.9982714653015137}"
405,"{'label': 'NEGATIVE', 'score': 0.9936901330947876}"
406,"{'label': 'NEGATIVE', 'score': 0.9977266192436218}"
407,"{'label': 'POSITIVE', 'score': 0.9952003955841064}"
408,"{'label': 'POSITIVE', 'score': 0.997010350227356}"
409,"{'label': 'POSITIVE', 'score': 0.9961966276168823}"
410,"{'label': 'POSITIVE', 'score': 0.9984896183013916}"
411,"{'label': 'POSITIVE', 'score': 0.9982561469078064}"
412,"{'label': 'NEGATIVE', 'score': 0.9979280233383179}"
413,"{'label': 'POSITIVE', 'score': 0.9983229041099548}"
414,"{'label': 'POSITIVE', 'score': 0.9963124394416809}"
415,"{'label': 'NEGATIVE', 'score': 0.9985309839248657}"
416,"{'label': 'POSITIVE', 'score': 0.9977777600288391}"
417,"{'label': 'NEGATIVE', 'score': 0.9986017346382141}"
418,"{'label': 'POSITIVE', 'score': 0.9985218644142151}"
419,"{'label': 'POSITIVE', 'score': 0.9977099895477295}"
420,"{'label': 'POSITIVE', 'score': 0.9961524605751038}"
421,"{'label': 'NEGATIVE', 'score': 0.9910780191421509}"
422,"{'label': 'POSITIVE', 'score': 0.9981928467750549}"
423,"{'label': 'POSITIVE', 'score': 0.994485080242157}"
424,"{'label': 'POSITIVE', 'score': 0.9900778532028198}"
425,"{'label': 'POSITIVE', 'score': 0.9961395859718323}"
426,"{'label': 'POSITIVE', 'score': 0.9877089262008667}"
427,"{'label': 'POSITIVE', 'score': 0.9885821342468262}"
428,"{'label': 'POSITIVE', 'score': 0.9923991560935974}"
429,"{'label': 'POSITIVE', 'score': 0.9951489567756653}"
430,"{'label': 'POSITIVE', 'score': 0.9984570741653442}"
431,"{'label': 'POSITIVE', 'score': 0.991071343421936}"
432,"{'label': 'NEGATIVE', 'score': 0.9868261218070984}"
433,"{'label': 'POSITIVE', 'score': 0.9895695447921753}"
434,"{'label': 'POSITIVE', 'score': 0.9982459545135498}"
435,"{'label': 'POSITIVE', 'score': 0.9925381541252136}"
