,0
59,"{'label': 'POSITIVE', 'score': 0.9944826364517212}"
60,"{'label': 'POSITIVE', 'score': 0.9973146319389343}"
61,"{'label': 'POSITIVE', 'score': 0.9978554844856262}"
62,"{'label': 'POSITIVE', 'score': 0.9983875751495361}"
63,"{'label': 'POSITIVE', 'score': 0.9967183470726013}"
64,"{'label': 'POSITIVE', 'score': 0.9970129728317261}"
65,"{'label': 'POSITIVE', 'score': 0.9975636005401611}"
66,"{'label': 'POSITIVE', 'score': 0.9984503984451294}"
67,"{'label': 'NEGATIVE', 'score': 0.9924628734588623}"
68,"{'label': 'POSITIVE', 'score': 0.9972190856933594}"
69,"{'label': 'NEGATIVE', 'score': 0.9916996955871582}"
70,"{'label': 'POSITIVE', 'score': 0.993353009223938}"
71,"{'label': 'POSITIVE', 'score': 0.9956717491149902}"
72,"{'label': 'POSITIVE', 'score': 0.9986240863800049}"
73,"{'label': 'POSITIVE', 'score': 0.979101300239563}"
74,"{'label': 'NEGATIVE', 'score': 0.9975428581237793}"
75,"{'label': 'NEGATIVE', 'score': 0.9785932302474976}"
76,"{'label': 'POSITIVE', 'score': 0.9468812942504883}"
77,"{'label': 'POSITIVE', 'score': 0.9983733892440796}"
78,"{'label': 'POSITIVE', 'score': 0.9973649382591248}"
79,"{'label': 'POSITIVE', 'score': 0.9982931017875671}"
80,"{'label': 'POSITIVE', 'score': 0.9979827404022217}"
81,"{'label': 'POSITIVE', 'score': 0.9976657629013062}"
82,"{'label': 'POSITIVE', 'score': 0.9966193437576294}"
83,"{'label': 'POSITIVE', 'score': 0.9983017444610596}"
84,"{'label': 'POSITIVE', 'score': 0.5134661197662354}"
85,"{'label': 'POSITIVE', 'score': 0.9986101388931274}"
86,"{'label': 'POSITIVE', 'score': 0.9978762865066528}"
87,"{'label': 'POSITIVE', 'score': 0.994681179523468}"
88,"{'label': 'POSITIVE', 'score': 0.9982410669326782}"
89,"{'label': 'POSITIVE', 'score': 0.9985815286636353}"
90,"{'label': 'POSITIVE', 'score': 0.994543194770813}"
91,"{'label': 'POSITIVE', 'score': 0.9986093044281006}"
92,"{'label': 'POSITIVE', 'score': 0.9919241070747375}"
93,"{'label': 'POSITIVE', 'score': 0.9982234835624695}"
94,"{'label': 'NEGATIVE', 'score': 0.9982931017875671}"
95,"{'label': 'NEGATIVE', 'score': 0.9936034083366394}"
96,"{'label': 'POSITIVE', 'score': 0.9972237348556519}"
97,"{'label': 'POSITIVE', 'score': 0.9953874945640564}"
98,"{'label': 'NEGATIVE', 'score': 0.9899923205375671}"
99,"{'label': 'POSITIVE', 'score': 0.9959918856620789}"
100,"{'label': 'POSITIVE', 'score': 0.9986599683761597}"
101,"{'label': 'POSITIVE', 'score': 0.9788817167282104}"
102,"{'label': 'POSITIVE', 'score': 0.9979150891304016}"
103,"{'label': 'POSITIVE', 'score': 0.9897803068161011}"
104,"{'label': 'NEGATIVE', 'score': 0.9935264587402344}"
105,"{'label': 'POSITIVE', 'score': 0.9972161054611206}"
106,"{'label': 'POSITIVE', 'score': 0.9978969097137451}"
107,"{'label': 'POSITIVE', 'score': 0.9986464381217957}"
108,"{'label': 'NEGATIVE', 'score': 0.999030351638794}"
109,"{'label': 'POSITIVE', 'score': 0.9974114298820496}"
110,"{'label': 'POSITIVE', 'score': 0.9863455891609192}"
111,"{'label': 'POSITIVE', 'score': 0.994166374206543}"
112,"{'label': 'POSITIVE', 'score': 0.9978255033493042}"
113,"{'label': 'POSITIVE', 'score': 0.9975388050079346}"
114,"{'label': 'POSITIVE', 'score': 0.9975002408027649}"
115,"{'label': 'POSITIVE', 'score': 0.9981456995010376}"
116,"{'label': 'POSITIVE', 'score': 0.9979701638221741}"
117,"{'label': 'POSITIVE', 'score': 0.9984118938446045}"
118,"{'label': 'POSITIVE', 'score': 0.9971436858177185}"
119,"{'label': 'POSITIVE', 'score': 0.9959138035774231}"
120,"{'label': 'POSITIVE', 'score': 0.9981367588043213}"
121,"{'label': 'POSITIVE', 'score': 0.9981729984283447}"
122,"{'label': 'NEGATIVE', 'score': 0.970879077911377}"
123,"{'label': 'POSITIVE', 'score': 0.997840166091919}"
124,"{'label': 'POSITIVE', 'score': 0.9959346055984497}"
125,"{'label': 'NEGATIVE', 'score': 0.9967603087425232}"
126,"{'label': 'POSITIVE', 'score': 0.9970532655715942}"
127,"{'label': 'POSITIVE', 'score': 0.9912380576133728}"
128,"{'label': 'POSITIVE', 'score': 0.9983262419700623}"
129,"{'label': 'POSITIVE', 'score': 0.9849556088447571}"
130,"{'label': 'NEGATIVE', 'score': 0.9876688122749329}"
131,"{'label': 'NEGATIVE', 'score': 0.995744526386261}"
132,"{'label': 'POSITIVE', 'score': 0.9971664547920227}"
133,"{'label': 'POSITIVE', 'score': 0.9983495473861694}"
134,"{'label': 'POSITIVE', 'score': 0.997853696346283}"
135,"{'label': 'POSITIVE', 'score': 0.9970355033874512}"
136,"{'label': 'POSITIVE', 'score': 0.997795581817627}"
137,"{'label': 'POSITIVE', 'score': 0.9968677163124084}"
138,"{'label': 'POSITIVE', 'score': 0.9932153224945068}"
139,"{'label': 'POSITIVE', 'score': 0.992260754108429}"
140,"{'label': 'POSITIVE', 'score': 0.9979013204574585}"
141,"{'label': 'POSITIVE', 'score': 0.9971368312835693}"
142,"{'label': 'POSITIVE', 'score': 0.9936590790748596}"
143,"{'label': 'POSITIVE', 'score': 0.998372495174408}"
144,"{'label': 'POSITIVE', 'score': 0.9626914262771606}"
145,"{'label': 'POSITIVE', 'score': 0.9984939098358154}"
146,"{'label': 'POSITIVE', 'score': 0.9902970194816589}"
147,"{'label': 'POSITIVE', 'score': 0.9985966086387634}"
148,"{'label': 'POSITIVE', 'score': 0.9942163228988647}"
149,"{'label': 'POSITIVE', 'score': 0.9888806343078613}"
150,"{'label': 'POSITIVE', 'score': 0.9956914782524109}"
151,"{'label': 'POSITIVE', 'score': 0.9438168406486511}"
152,"{'label': 'POSITIVE', 'score': 0.9979532957077026}"
153,"{'label': 'POSITIVE', 'score': 0.997543215751648}"
154,"{'label': 'POSITIVE', 'score': 0.9958963394165039}"
155,"{'label': 'POSITIVE', 'score': 0.9984288811683655}"
156,"{'label': 'POSITIVE', 'score': 0.971960723400116}"
157,"{'label': 'POSITIVE', 'score': 0.9984226226806641}"
158,"{'label': 'POSITIVE', 'score': 0.9981720447540283}"
159,"{'label': 'POSITIVE', 'score': 0.9981982111930847}"
160,"{'label': 'POSITIVE', 'score': 0.9927839040756226}"
161,"{'label': 'POSITIVE', 'score': 0.9943256974220276}"
162,"{'label': 'POSITIVE', 'score': 0.9936140179634094}"
163,"{'label': 'POSITIVE', 'score': 0.9955524802207947}"
164,"{'label': 'POSITIVE', 'score': 0.9956996440887451}"
165,"{'label': 'NEGATIVE', 'score': 0.9934908747673035}"
166,"{'label': 'POSITIVE', 'score': 0.9983433485031128}"
167,"{'label': 'POSITIVE', 'score': 0.9909014701843262}"
168,"{'label': 'POSITIVE', 'score': 0.9885026216506958}"
169,"{'label': 'POSITIVE', 'score': 0.9986734390258789}"
170,"{'label': 'POSITIVE', 'score': 0.9912241697311401}"
171,"{'label': 'POSITIVE', 'score': 0.9841935038566589}"
172,"{'label': 'POSITIVE', 'score': 0.9967136383056641}"
173,"{'label': 'POSITIVE', 'score': 0.9954930543899536}"
174,"{'label': 'POSITIVE', 'score': 0.9974575638771057}"
175,"{'label': 'POSITIVE', 'score': 0.998230516910553}"
176,"{'label': 'POSITIVE', 'score': 0.9984581470489502}"
177,"{'label': 'POSITIVE', 'score': 0.99648118019104}"
178,"{'label': 'NEGATIVE', 'score': 0.973820686340332}"
179,"{'label': 'NEGATIVE', 'score': 0.9987156391143799}"
180,"{'label': 'NEGATIVE', 'score': 0.9894767999649048}"
181,"{'label': 'POSITIVE', 'score': 0.9980304837226868}"
182,"{'label': 'POSITIVE', 'score': 0.998259961605072}"
183,"{'label': 'NEGATIVE', 'score': 0.9960970282554626}"
184,"{'label': 'NEGATIVE', 'score': 0.9938115477561951}"
185,"{'label': 'POSITIVE', 'score': 0.9978623986244202}"
186,"{'label': 'NEGATIVE', 'score': 0.9945433139801025}"
187,"{'label': 'POSITIVE', 'score': 0.9167699217796326}"
188,"{'label': 'NEGATIVE', 'score': 0.9983364939689636}"
189,"{'label': 'POSITIVE', 'score': 0.9923599362373352}"
190,"{'label': 'POSITIVE', 'score': 0.9903097748756409}"
191,"{'label': 'POSITIVE', 'score': 0.9837175607681274}"
192,"{'label': 'POSITIVE', 'score': 0.9982896447181702}"
193,"{'label': 'POSITIVE', 'score': 0.9937437176704407}"
194,"{'label': 'POSITIVE', 'score': 0.9933311343193054}"
195,"{'label': 'POSITIVE', 'score': 0.9927668571472168}"
196,"{'label': 'POSITIVE', 'score': 0.9987947940826416}"
197,"{'label': 'POSITIVE', 'score': 0.9902004599571228}"
198,"{'label': 'POSITIVE', 'score': 0.9986060261726379}"
199,"{'label': 'NEGATIVE', 'score': 0.9989683628082275}"
200,"{'label': 'POSITIVE', 'score': 0.9941017031669617}"
201,"{'label': 'POSITIVE', 'score': 0.9985957741737366}"
202,"{'label': 'POSITIVE', 'score': 0.9864991903305054}"
203,"{'label': 'NEGATIVE', 'score': 0.9903461337089539}"
204,"{'label': 'NEGATIVE', 'score': 0.9928198456764221}"
205,"{'label': 'POSITIVE', 'score': 0.9982671737670898}"
206,"{'label': 'POSITIVE', 'score': 0.8944128751754761}"
207,"{'label': 'POSITIVE', 'score': 0.9966068267822266}"
208,"{'label': 'POSITIVE', 'score': 0.9969784021377563}"
209,"{'label': 'NEGATIVE', 'score': 0.9760573506355286}"
210,"{'label': 'POSITIVE', 'score': 0.9979122281074524}"
211,"{'label': 'NEGATIVE', 'score': 0.9870319366455078}"
212,"{'label': 'POSITIVE', 'score': 0.9927629828453064}"
213,"{'label': 'POSITIVE', 'score': 0.9815163612365723}"
214,"{'label': 'POSITIVE', 'score': 0.9905881881713867}"
215,"{'label': 'POSITIVE', 'score': 0.9983116388320923}"
216,"{'label': 'POSITIVE', 'score': 0.9745161533355713}"
217,"{'label': 'POSITIVE', 'score': 0.9798914790153503}"
218,"{'label': 'POSITIVE', 'score': 0.9526293277740479}"
219,"{'label': 'POSITIVE', 'score': 0.997385561466217}"
220,"{'label': 'POSITIVE', 'score': 0.998634397983551}"
221,"{'label': 'POSITIVE', 'score': 0.9985502362251282}"
222,"{'label': 'POSITIVE', 'score': 0.9977946281433105}"
223,"{'label': 'POSITIVE', 'score': 0.9974873065948486}"
224,"{'label': 'POSITIVE', 'score': 0.9976544976234436}"
225,"{'label': 'POSITIVE', 'score': 0.9975341558456421}"
226,"{'label': 'POSITIVE', 'score': 0.9908334612846375}"
227,"{'label': 'POSITIVE', 'score': 0.9984862804412842}"
228,"{'label': 'POSITIVE', 'score': 0.9952901601791382}"
229,"{'label': 'POSITIVE', 'score': 0.998630166053772}"
230,"{'label': 'POSITIVE', 'score': 0.9983661770820618}"
231,"{'label': 'NEGATIVE', 'score': 0.9932994842529297}"
232,"{'label': 'POSITIVE', 'score': 0.9951188564300537}"
233,"{'label': 'POSITIVE', 'score': 0.9946617484092712}"
234,"{'label': 'POSITIVE', 'score': 0.9984257221221924}"
235,"{'label': 'POSITIVE', 'score': 0.9963095784187317}"
236,"{'label': 'POSITIVE', 'score': 0.9978013634681702}"
237,"{'label': 'NEGATIVE', 'score': 0.9961166381835938}"
238,"{'label': 'POSITIVE', 'score': 0.9934753775596619}"
239,"{'label': 'NEGATIVE', 'score': 0.9840001463890076}"
240,"{'label': 'POSITIVE', 'score': 0.9985978007316589}"
241,"{'label': 'POSITIVE', 'score': 0.9982806444168091}"
242,"{'label': 'POSITIVE', 'score': 0.9963800311088562}"
243,"{'label': 'POSITIVE', 'score': 0.9891207218170166}"
244,"{'label': 'POSITIVE', 'score': 0.9982459545135498}"
245,"{'label': 'POSITIVE', 'score': 0.9987492561340332}"
246,"{'label': 'POSITIVE', 'score': 0.9981631636619568}"
247,"{'label': 'POSITIVE', 'score': 0.9928092956542969}"
248,"{'label': 'NEGATIVE', 'score': 0.9903424978256226}"
249,"{'label': 'POSITIVE', 'score': 0.9985230565071106}"
250,"{'label': 'NEGATIVE', 'score': 0.995755672454834}"
251,"{'label': 'POSITIVE', 'score': 0.9929319620132446}"
252,"{'label': 'POSITIVE', 'score': 0.998271107673645}"
253,"{'label': 'POSITIVE', 'score': 0.9894670844078064}"
254,"{'label': 'POSITIVE', 'score': 0.9971440434455872}"
255,"{'label': 'POSITIVE', 'score': 0.9957270622253418}"
256,"{'label': 'NEGATIVE', 'score': 0.9832615256309509}"
257,"{'label': 'POSITIVE', 'score': 0.9418151378631592}"
258,"{'label': 'NEGATIVE', 'score': 0.972504198551178}"
259,"{'label': 'POSITIVE', 'score': 0.9985805749893188}"
260,"{'label': 'NEGATIVE', 'score': 0.9957981705665588}"
261,"{'label': 'POSITIVE', 'score': 0.9984820485115051}"
262,"{'label': 'POSITIVE', 'score': 0.9795591831207275}"
263,"{'label': 'POSITIVE', 'score': 0.9969581365585327}"
264,"{'label': 'NEGATIVE', 'score': 0.996699869632721}"
265,"{'label': 'POSITIVE', 'score': 0.9978808164596558}"
266,"{'label': 'NEGATIVE', 'score': 0.989924430847168}"
267,"{'label': 'POSITIVE', 'score': 0.9975064396858215}"
268,"{'label': 'POSITIVE', 'score': 0.9957578778266907}"
269,"{'label': 'POSITIVE', 'score': 0.9965389966964722}"
270,"{'label': 'POSITIVE', 'score': 0.998291552066803}"
271,"{'label': 'NEGATIVE', 'score': 0.9911378026008606}"
272,"{'label': 'POSITIVE', 'score': 0.9985554814338684}"
273,"{'label': 'POSITIVE', 'score': 0.9808835387229919}"
274,"{'label': 'POSITIVE', 'score': 0.9975478053092957}"
275,"{'label': 'POSITIVE', 'score': 0.7902879118919373}"
276,"{'label': 'POSITIVE', 'score': 0.9981114864349365}"
277,"{'label': 'NEGATIVE', 'score': 0.9908514618873596}"
278,"{'label': 'POSITIVE', 'score': 0.9978749752044678}"
279,"{'label': 'NEGATIVE', 'score': 0.9967033267021179}"
280,"{'label': 'POSITIVE', 'score': 0.9979725480079651}"
281,"{'label': 'POSITIVE', 'score': 0.9978815913200378}"
282,"{'label': 'POSITIVE', 'score': 0.9971869587898254}"
283,"{'label': 'NEGATIVE', 'score': 0.9965630173683167}"
284,"{'label': 'POSITIVE', 'score': 0.9947838187217712}"
285,"{'label': 'NEGATIVE', 'score': 0.9978057742118835}"
286,"{'label': 'POSITIVE', 'score': 0.9983283877372742}"
287,"{'label': 'POSITIVE', 'score': 0.9973841309547424}"
288,"{'label': 'POSITIVE', 'score': 0.9966879487037659}"
289,"{'label': 'POSITIVE', 'score': 0.9965168237686157}"
290,"{'label': 'POSITIVE', 'score': 0.997639536857605}"
291,"{'label': 'POSITIVE', 'score': 0.9940897226333618}"
292,"{'label': 'POSITIVE', 'score': 0.992350161075592}"
293,"{'label': 'POSITIVE', 'score': 0.9836120009422302}"
294,"{'label': 'NEGATIVE', 'score': 0.9875630140304565}"
295,"{'label': 'POSITIVE', 'score': 0.9982733726501465}"
296,"{'label': 'POSITIVE', 'score': 0.9857833385467529}"
297,"{'label': 'POSITIVE', 'score': 0.9846871495246887}"
298,"{'label': 'POSITIVE', 'score': 0.9978893399238586}"
299,"{'label': 'POSITIVE', 'score': 0.9945460557937622}"
300,"{'label': 'POSITIVE', 'score': 0.9951928853988647}"
301,"{'label': 'POSITIVE', 'score': 0.9893061518669128}"
302,"{'label': 'POSITIVE', 'score': 0.9982607960700989}"
303,"{'label': 'POSITIVE', 'score': 0.9960458874702454}"
304,"{'label': 'POSITIVE', 'score': 0.996716320514679}"
305,"{'label': 'POSITIVE', 'score': 0.9924499988555908}"
306,"{'label': 'POSITIVE', 'score': 0.996875524520874}"
307,"{'label': 'POSITIVE', 'score': 0.9915906190872192}"
308,"{'label': 'POSITIVE', 'score': 0.9973674416542053}"
309,"{'label': 'POSITIVE', 'score': 0.998591959476471}"
310,"{'label': 'POSITIVE', 'score': 0.9951198101043701}"
311,"{'label': 'POSITIVE', 'score': 0.9975455403327942}"
312,"{'label': 'POSITIVE', 'score': 0.9969435334205627}"
313,"{'label': 'POSITIVE', 'score': 0.9987708926200867}"
314,"{'label': 'POSITIVE', 'score': 0.9860693216323853}"
315,"{'label': 'POSITIVE', 'score': 0.9976357221603394}"
316,"{'label': 'POSITIVE', 'score': 0.9984958171844482}"
317,"{'label': 'NEGATIVE', 'score': 0.9682399034500122}"
318,"{'label': 'NEGATIVE', 'score': 0.9975651502609253}"
319,"{'label': 'POSITIVE', 'score': 0.9978955984115601}"
320,"{'label': 'POSITIVE', 'score': 0.9978876709938049}"
321,"{'label': 'NEGATIVE', 'score': 0.8524888753890991}"
322,"{'label': 'POSITIVE', 'score': 0.9978823065757751}"
323,"{'label': 'POSITIVE', 'score': 0.9900376796722412}"
324,"{'label': 'NEGATIVE', 'score': 0.9937519431114197}"
325,"{'label': 'POSITIVE', 'score': 0.9977570176124573}"
326,"{'label': 'POSITIVE', 'score': 0.9956851005554199}"
327,"{'label': 'POSITIVE', 'score': 0.9941225647926331}"
328,"{'label': 'POSITIVE', 'score': 0.9981048107147217}"
329,"{'label': 'POSITIVE', 'score': 0.995299220085144}"
330,"{'label': 'POSITIVE', 'score': 0.9960248470306396}"
331,"{'label': 'POSITIVE', 'score': 0.9986245632171631}"
332,"{'label': 'POSITIVE', 'score': 0.997961163520813}"
333,"{'label': 'POSITIVE', 'score': 0.9960964322090149}"
334,"{'label': 'NEGATIVE', 'score': 0.9985309839248657}"
335,"{'label': 'POSITIVE', 'score': 0.9947890043258667}"
336,"{'label': 'NEGATIVE', 'score': 0.9981411695480347}"
337,"{'label': 'POSITIVE', 'score': 0.986493706703186}"
338,"{'label': 'POSITIVE', 'score': 0.9977610111236572}"
339,"{'label': 'POSITIVE', 'score': 0.9980218410491943}"
340,"{'label': 'POSITIVE', 'score': 0.9930651187896729}"
341,"{'label': 'NEGATIVE', 'score': 0.9764060378074646}"
342,"{'label': 'POSITIVE', 'score': 0.9848169684410095}"
343,"{'label': 'POSITIVE', 'score': 0.998175859451294}"
344,"{'label': 'POSITIVE', 'score': 0.9987749457359314}"
345,"{'label': 'POSITIVE', 'score': 0.9973836541175842}"
346,"{'label': 'POSITIVE', 'score': 0.9973859190940857}"
347,"{'label': 'POSITIVE', 'score': 0.99788898229599}"
348,"{'label': 'POSITIVE', 'score': 0.9986384510993958}"
349,"{'label': 'POSITIVE', 'score': 0.9985480904579163}"
350,"{'label': 'POSITIVE', 'score': 0.9948274493217468}"
351,"{'label': 'NEGATIVE', 'score': 0.9961320161819458}"
352,"{'label': 'NEGATIVE', 'score': 0.9918434023857117}"
353,"{'label': 'POSITIVE', 'score': 0.997505247592926}"
354,"{'label': 'POSITIVE', 'score': 0.9978526830673218}"
355,"{'label': 'NEGATIVE', 'score': 0.9863070845603943}"
356,"{'label': 'POSITIVE', 'score': 0.9957093000411987}"
357,"{'label': 'POSITIVE', 'score': 0.9920830726623535}"
358,"{'label': 'POSITIVE', 'score': 0.9552643299102783}"
359,"{'label': 'NEGATIVE', 'score': 0.9698012471199036}"
360,"{'label': 'NEGATIVE', 'score': 0.5656698346138}"
361,"{'label': 'POSITIVE', 'score': 0.9970006346702576}"
362,"{'label': 'POSITIVE', 'score': 0.9973723888397217}"
363,"{'label': 'POSITIVE', 'score': 0.9981933236122131}"
364,"{'label': 'POSITIVE', 'score': 0.9951286315917969}"
365,"{'label': 'POSITIVE', 'score': 0.9931957721710205}"
366,"{'label': 'POSITIVE', 'score': 0.9980029463768005}"
367,"{'label': 'POSITIVE', 'score': 0.994981586933136}"
368,"{'label': 'NEGATIVE', 'score': 0.989425539970398}"
369,"{'label': 'NEGATIVE', 'score': 0.9949502944946289}"
370,"{'label': 'POSITIVE', 'score': 0.9863343834877014}"
371,"{'label': 'POSITIVE', 'score': 0.9954628348350525}"
372,"{'label': 'POSITIVE', 'score': 0.9967845678329468}"
373,"{'label': 'POSITIVE', 'score': 0.9982821941375732}"
374,"{'label': 'NEGATIVE', 'score': 0.9707276225090027}"
375,"{'label': 'POSITIVE', 'score': 0.9985778331756592}"
376,"{'label': 'POSITIVE', 'score': 0.9979286193847656}"
377,"{'label': 'POSITIVE', 'score': 0.9983080625534058}"
378,"{'label': 'POSITIVE', 'score': 0.9970130920410156}"
379,"{'label': 'POSITIVE', 'score': 0.996607780456543}"
380,"{'label': 'NEGATIVE', 'score': 0.953178346157074}"
381,"{'label': 'NEGATIVE', 'score': 0.9955697655677795}"
382,"{'label': 'POSITIVE', 'score': 0.9943258166313171}"
383,"{'label': 'POSITIVE', 'score': 0.9979902505874634}"
384,"{'label': 'POSITIVE', 'score': 0.9977961778640747}"
385,"{'label': 'POSITIVE', 'score': 0.9964424967765808}"
386,"{'label': 'POSITIVE', 'score': 0.9963080883026123}"
387,"{'label': 'POSITIVE', 'score': 0.9954336285591125}"
388,"{'label': 'POSITIVE', 'score': 0.9972454309463501}"
389,"{'label': 'POSITIVE', 'score': 0.9898219108581543}"
390,"{'label': 'POSITIVE', 'score': 0.9961612224578857}"
391,"{'label': 'POSITIVE', 'score': 0.9950301647186279}"
392,"{'label': 'POSITIVE', 'score': 0.9977371692657471}"
393,"{'label': 'POSITIVE', 'score': 0.9984379410743713}"
394,"{'label': 'POSITIVE', 'score': 0.9977631568908691}"
395,"{'label': 'POSITIVE', 'score': 0.9984850287437439}"
396,"{'label': 'POSITIVE', 'score': 0.9977970123291016}"
397,"{'label': 'POSITIVE', 'score': 0.9983981251716614}"
398,"{'label': 'POSITIVE', 'score': 0.9959931373596191}"
399,"{'label': 'POSITIVE', 'score': 0.9987932443618774}"
400,"{'label': 'POSITIVE', 'score': 0.9984545707702637}"
401,"{'label': 'POSITIVE', 'score': 0.9984173774719238}"
402,"{'label': 'POSITIVE', 'score': 0.9973264932632446}"
403,"{'label': 'POSITIVE', 'score': 0.996938943862915}"
404,"{'label': 'POSITIVE', 'score': 0.9985299110412598}"
405,"{'label': 'POSITIVE', 'score': 0.9961795806884766}"
406,"{'label': 'POSITIVE', 'score': 0.997928261756897}"
407,"{'label': 'POSITIVE', 'score': 0.9978207349777222}"
408,"{'label': 'POSITIVE', 'score': 0.9984462857246399}"
409,"{'label': 'POSITIVE', 'score': 0.9984670281410217}"
410,"{'label': 'POSITIVE', 'score': 0.9974835515022278}"
411,"{'label': 'POSITIVE', 'score': 0.9897213578224182}"
412,"{'label': 'POSITIVE', 'score': 0.9821199774742126}"
413,"{'label': 'POSITIVE', 'score': 0.9980869293212891}"
414,"{'label': 'POSITIVE', 'score': 0.9973834156990051}"
415,"{'label': 'POSITIVE', 'score': 0.9974256157875061}"
416,"{'label': 'POSITIVE', 'score': 0.9985523819923401}"
417,"{'label': 'POSITIVE', 'score': 0.997731626033783}"
418,"{'label': 'POSITIVE', 'score': 0.9983475208282471}"
419,"{'label': 'POSITIVE', 'score': 0.9974932670593262}"
420,"{'label': 'POSITIVE', 'score': 0.9779128432273865}"
421,"{'label': 'POSITIVE', 'score': 0.9981613755226135}"
422,"{'label': 'POSITIVE', 'score': 0.9939259886741638}"
423,"{'label': 'NEGATIVE', 'score': 0.9868751168251038}"
424,"{'label': 'POSITIVE', 'score': 0.9882275462150574}"
425,"{'label': 'POSITIVE', 'score': 0.9973471164703369}"
426,"{'label': 'POSITIVE', 'score': 0.9838367104530334}"
427,"{'label': 'POSITIVE', 'score': 0.9958990216255188}"
428,"{'label': 'POSITIVE', 'score': 0.9974453449249268}"
429,"{'label': 'POSITIVE', 'score': 0.9639335870742798}"
430,"{'label': 'POSITIVE', 'score': 0.9974000453948975}"
431,"{'label': 'NEGATIVE', 'score': 0.9928005933761597}"
432,"{'label': 'POSITIVE', 'score': 0.9968141913414001}"
433,"{'label': 'POSITIVE', 'score': 0.9880183935165405}"
434,"{'label': 'POSITIVE', 'score': 0.9970302581787109}"
435,"{'label': 'POSITIVE', 'score': 0.997965931892395}"
